id,city_bank,name,routing_bank,reserve,code_country
804,HENRICO,BANK OF AMERICA,122400724,$748090039.30,US
805,NEWTON,FIRST BANK,101100854,$101320750.77,US
806,TURTON,FARMERS STATE BANK,091407133,$901530438.84,US
807,SUGAR LAND,PROSPERITY BANK,113109720,$512861477.14,US
808,PITTSBURGH,PNC BANK,056008852,$747357043.19,US
809,WHEELING,WESBANCO BANK INC,042202219,$898942559.62,US
810,ALBANY,KEYBANK,231372170,$99874964.18,US
811,AMHERST,M & T BANK,055000110,$15738013.37,US
812,CONWAY,CENTENNIAL BANK,063114108,$592301756.76,US
813,CINCINNATI,FIFTH THIRD BANK,072409888,$626677866.95,US
814,GREENWOOD,STATE BANK AND TRUST COMPANY,062106036,$464543989.91,US
815,MCINTOSH,FIRST NATIONAL BANK,091204569,$994720992.78,US
816,NAPERVILLE,BMO HARRIS BANK,075905431,$239144085.73,US
817,POLO,FIRST STATE BANK,071115801,$876229212.23,US
818,CHAS,SOUTH STATE BANK,061204900,$84501403.76,US
819,NORTH CHGO,GREAT LAKES CREDIT UNION,271979193,$312819241.13,US
820,PANA,PEOPLES BANK,081207097,$131566872.91,US
821,KINGFISHER,INTERBANK,111318063,$489856695.15,US
822,ODEM,FIRST STATE BANK,114922265,$966661809.19,US
823,CINCINNATI,FIFTH THIRD BANK,041200050,$946816083.68,US
824,TROY,FIRST BANK,053112178,$220323591.82,US
825,HELENA,GLACIER BANK,092901706,$122106693.78,US
826,TROY,FIRST BANK,053104568,$539320081.58,US
827,MOORESVILLE,CITIZENS BANK,074905225,$967699790.28,US
828,GROESBECK,FIRST NATIONAL BANK,111910092,$385047625.85,US
829,RICHMOND,CAPITAL ONE,111103317,$910101131.29,US
830,PARIS,COMMERCIAL BANK,084309125,$735550225.26,US
831,GREENSBURG,MAINSOURCE BANK,271974062,$677956400.85,US
832,KANSAS CITY,UMB,101000077,$232607057.20,US
833,FRANKFORT,UNITED BANK & CAPITAL TRUST COMPANY,042102335,$40305090.27,US
834,OKEENE,FIRST NATIONAL BANK,103110428,$125822427.65,US
835,WYOMING,FIRST STATE BANK,091911548,$289474788.55,US
836,SENECA,PEOPLES BANK,101206994,$999576854.04,US
837,APPLETON CITY,COMMUNITY FIRST BANK,101205063,$345519683.72,US
838,RICHMOND,BANK OF AMERICA,063106006,$420005240.65,US
839,COLUMBUS,HUNTINGTON NATIONAL BANK,057000697,$694754111.99,US
840,CHAMPAIGN,BUSEY BANK,071101996,$693099438.98,US
841,SUGARLAND,PROSPERITY BANK,114909929,$375324148.37,US
842,RICHMOND,BANK OF AMERICA,081200544,$113628711.60,US
843,READING,SANTANDER BANK,221271456,$986354372.90,US
844,CHARLESTON,UNITED BANK,051900395,$583680914.10,US
845,MINNEAPOLIS,WELLS FARGO BANK,053108580,$344952778.57,US
846,RICHMOND,BANK OF AMERICA,011100892,$374892021.40,US
847,BLAKELY,FIRST STATE BANK,261270417,$233357677.70,US
848,BILOXI,THE PEOPLES BANK,065500752,$494688764.49,US
849,TAMPA,JPMORGAN CHASE,112000150,$555998996.70,US
850,KANSAS CITY,UMB,101200518,$736127261.58,US
851,WILLMAR,HERITAGE BANK,073908731,$802387034.31,US
852,ATLANTA,CORNERSTONE BANK,061092332,$809054267.17,US
853,RICH HILL,SECURITY BANK,101217750,$376856572.06,US
854,RYE,USALLIANCE FEDERAL CREDIT UNION,221973563,$401411344.86,US
855,LOS ANGELES,BANK OF THE WEST,122242843,$833154020.53,US
856,CARLSBAD,PACIFIC WESTERN BANK,322286447,$412286225.72,US
857,WAUPACA,FARMERS STATE BANK,075902573,$740183612.67,US
858,NICHOLASVILLE,FARMERS BANK,042101792,$46432470.45,US
859,KANSAS CITY,CENTRAL BANK,101019521,$296842832.14,US
860,SPOKANE,BANNER BANK,122243664,$790136082.11,US
861,WILSON,BRANCH BANKING & TRUST COMPANY,031307659,$109538224.42,US
862,WHEELER,FIRST NATIONAL BANK,111313479,$277353221.52,US
863,BRITT,FIRST STATE BANK,073920874,$185519353.25,US
864,ZEBULON,UNITED BANK,061101799,$472819258.22,US
865,HENRICO,BANK OF AMERICA,112002080,$812303727.64,US
866,JACKSON,TRUSTMARK NATIONAL BANK,084008358,$795110948.98,US
867,ALBANY,KEY BANK,074001048,$33312533.17,US
868,WILSON,BRANCH BANKING & TRUST COMPANY,031902876,$865562043.88,US
869,NAPERVILLE,BMO HARRIS BANK,075072157,$497990123.06,US
870,LAKEWOOD,FIRSTBANK,107006156,$303534524.95,US
871,DUBLIN,FIRST NATIONAL BANK,111915770,$92553107.54,US
872,ITASCA,FIRST MIDWEST BANK,071922670,$37253182.32,US
873,SHAWNEE,FIRST NATIONAL BANK,103103451,$699935220.54,US
874,LAFAYETTE,IBERIABANK,082908874,$898926002.30,US
875,SPRINGFIELD,GREAT SOUTHERN BANK,101101769,$670228973.99,US
876,JACKSON,TRUSTMARK NATIONAL BANK,313074493,$389285678.43,US
877,ARDMORE,FIRST NATIONAL BANK,103101424,$786197063.68,US
878,PINE BLUFF,SIMMONS FIRST NATL BK,082901062,$690583375.51,US
879,NEW BRITAIN,WEBSTER BANK,211170156,$577892346.73,US
880,LUBBOCK,FIRST BANK & TRUST,111319004,$348645120.84,US
881,NEW ULM,CITIZENS BANK,091901192,$929856545.77,US
882,MIAMI,CAPITAL BANK CORPORATION,053112055,$747038696.63,US
883,NEW BRITAIN,WEBSTER BANK,021111800,$959694111.59,US
884,COLUMBUS,THE HUNTINGTON NATIONAL BANK,241270822,$346827295.94,US
885,CENTRALIA,SECURITY STATE BANK,125100607,$175998980.96,US
886,RICHMOND,BANK OF AMERICA,101100045,$483444698.97,US
887,SPOKANE,BANNER BANK,123202293,$394731864.02,US
888,MEMPHIS,FIRST TENNESSEE BANK,064107091,$893285441.25,US
889,ROGERS,PINNACLE BANK,082908829,$818966744.83,US
890,MENA,BEAR STATE BANK,082900995,$725137539.19,US
891,EVANT,FIRST NATIONAL BANK,111912090,$637351765.41,US
892,MACON,STATE BANK AND TRUST COMPANY,061019506,$175258186.09,US
893,ABILENE,FIRST FINANCIAL BANK,113024562,$964861902.78,US
894,PINE BLUFF,SIMMONS FIRST NATIONAL BANK,086506955,$972166009.40,US
895,SANTA FE,FIRST NATIONAL BANK,112205764,$210995036.02,US
896,RICHMOND,BANK OF AMERICA,011900652,$858438786.85,US
897,DODGE,FARMERS STATE BANK,104903498,$61279141.05,US
898,PITTSBURGH,PNC BANK,083000920,$686644324.12,US
899,CINCINNATI,FIFTH THIRD BANK,072402348,$143341622.87,US
900,THOMASVILLE,BANK OF NORTH CAROLINA,053174103,$938093922.88,US
901,MINNEAPOLIS,WELLS FARGO BANK,111904215,$544842370.50,US
902,ALLENDALE,FIRST NATIONAL BANK,081220087,$948931124.54,US
903,LAKEWOOD,FIRST BANK,107006091,$539588183.63,US
904,THOMASVILLE,BANK OF NORTH CAROLINA,053174103,$874708414.78,US
905,ST. PAUL,US BANK,121201694,$624545956.25,US
906,HAWTHORNE,UNIFY FINANCIAL FEDERAL CREDIT UNION,322077818,$198971098.01,US
907,SAN ANTONIO,INTERNATIONAL BANK OF COMMERCE,114905813,$73750322.12,US
908,BRODHEAD,CITIZENS BANK,042104469,$885857553.14,US
909,IDA GROVE,UNITED BANK,073921569,$817584601.70,US
910,WILSON,BRANCH BANKING & TRUST COMPANY,031205955,$648007902.07,US
911,NAPERVILLE,BMO HARRIS BANK,091005632,$871228492.60,US
912,NAPERVILLE,BMO HARRIS BANK,071900595,$865997468.52,US
913,LAFAYETTE,IBERIABANK,263091128,$904114852.29,US
914,PITTSFIELD,BERKSHIRE BANK,211872959,$366975004.43,US
915,NAPERVILLE,BMO HARRIS BANK,071918150,$157314976.36,US
916,ALBANY,KEYBANK,021110209,$508380064.64,US
917,BIRMINGHAM,REGIONS BANK,067008414,$690046887.34,US
918,PITTSBURGH,PNC BANK,052100929,$308272426.99,US
919,PINE BLUFF,SIMMONS FIRST NATL BK,082904166,$942251353.76,US
920,THOMASVILLE,BANK OF NORTH CAROLINA,253170020,$107835858.62,US
921,BOISE CITY,FIRST STATE BANK,103110237,$179495527.19,US
922,WAYNE,VALLEY NATIONAL BANK,021206566,$258298448.47,US
923,MEMPHIS,FIRST TENNESSEE BANK,084000026,$609590268.26,US
924,CAVALIER,CITIZENS STATE BANK,091217226,$291301895.98,US
925,SAN JOSE,HERITAGE BANK,121135773,$99812801.60,US
926,PINE BLUFF,SIMMONS FIRST NATL BK,081006052,$818538862.78,US
927,LEWISTON,TD BANK,036001808,$533765608.59,US
928,HENRICO,BANK OF AMERICA,011400495,$994569509.87,US
929,RICHMOND,CAPITAL ONE,065402339,$475441001.90,US
930,PITTSFIELD MA,BERKSHIRE BANK,011601074,$354504219.61,US
931,RALEIGH,FIRST CITIZENS BANK & TRUST COMPANY,103089834,$1613853.44,US
932,HERMITAGE,FIRST NATIONAL BANK,231375290,$439617880.71,US
933,FARGO,UNION STATE BANK,091310576,$703434583.71,US
934,MINNEAPOLIS,WELLS FARGO BANK,011100106,$728999149.15,US
935,SAN ANTONIO,INTERNATIONAL BANK OF COMMERCE,114012641,$77502023.28,US
936,CINCINNATI,FIFTH THIRD BANK,074908594,$255787920.73,US
937,FULDA,FIRST NATIONAL BANK,091204255,$26774024.80,US
938,SUGAR LAND,PROSPERITY BANK,113093865,$533447034.74,US
939,PASADENA,COMMUNITY BANK,122203471,$588920868.91,US
940,AMHERST,M & T BANK,252070435,$870141409.67,US
941,YALE,FARMERS STATE BANK,073918323,$768155490.14,US
942,TAMPA,JPMORGAN CHASE,021272723,$582945407.27,US
943,WESTPHALIA,FARMERS STATE BANK,101107116,$778900249.21,US
944,PITTSBURGH,PNC BANK INC. - BALTIMORE,055002244,$400474763.46,US
945,FT. LAUDERDALE,STONEGATE BANK,063113824,$865897062.17,US
946,MOORESVILLE,CITIZENS BANK,074905225,$579410489.85,US
947,HERMITAGE,FIRST NATIONAL BANK,031317021,$77980497.53,US
948,RALEIGH,FIRST CITIZENS BANK & TRUST COMPANY,051401836,$724563412.51,US
949,RICHMOND,CAPITAL ONE,111104853,$234764937.45,US
950,HERMITAGE,FIRST NATIONAL BANK,241070459,$662074495.80,US
951,ATLANTIC,FIRST NATIONAL BANK,091212179,$359640498.89,US
952,LAKEWOOD,FIRSTBANK,107006088,$524144901.39,US
953,MIDDLETON,FIRST FINANCIAL BANK,083974467,$364236241.49,US
954,MARKESAN,FARMERS STATE BANK,075903763,$393210140.05,US
955,MINNEAPOLIS,FEDERAL RESERVE BANK,114000721,$159512013.42,US
956,NEW BRITAIN,WEBSTER BANK,011110701,$897561956.46,US
957,ITASCA,FIRST MIDWEST BANK,071900663,$729782213.15,US
958,WEST PALM BEACH,FIRST BANK,067015944,$437457136.60,US
959,NAPERVILLE,BMO HARRIS BANK,075900863,$253435920.36,US
960,NEW CASTLE,CITIBANK,028000082,$357136941.32,US
961,ABERNATHY,FIRST STATE BANK,111309030,$83727773.58,US
962,FT. LAUDERDALE,STONEGATE BANK,063116410,$855649161.88,US
963,PITTSBURGH,BANK OF NEW YORK MELLON,043303447,$801891050.58,US
964,CULLMAN,PEOPLES BANK,062203010,$93549.08,US
965,PITTSBURGH,PNC BANK,052100929,$431926657.55,US
966,MINNEAPOLIS,WELLS FARGO BANK,113117767,$515125825.99,US
967,CARUTHERSVILLE,FIRST STATE BANK,081517907,$535370606.78,US
968,HOT SPRINGS,BEAR STATE BANK,082901677,$820212425.39,US
969,SAN JUAN,CITIBANK,021502040,$612732034.76,US
970,LAKEWOOD,FIRSTBANK,102105816,$233629633.31,US
971,OLYMPIA,HERITAGE BANK,123307583,$380530056.59,US
972,TAMPA,JPMORGAN CHASE,107089555,$275328168.82,US
973,CARLSBAD,PACIFIC WESTERN BANK,122239063,$892461129.67,US
974,BERESFORD,FIRST SAVINGS BANK,122402078,$848255156.18,US
975,NORTH CHGO,GREAT LAKES CREDIT UNION,271990295,$701528559.16,US
976,RICHMOND,CAPITAL ONE,221471971,$239219741.88,US
977,LOS ANGELES,GRANDPOINT BANK,122203507,$744876577.42,US
978,CINCINNATI,FIRST FINANCIAL BANK,044115760,$365154194.57,US
979,LONGVIEW,COMMUNITY BANK,111901959,$631322762.10,US
980,PLAINVIEW,PEOPLES STATE BANK,091915612,$193001192.24,US
981,CARTHAGE,CITIZENS BANK,064107729,$90702368.01,US
982,PITTSBURGH,PNC BANK,052100725,$257015032.14,US
983,LAFAYETTE,IBERIABANK,067015119,$123790686.78,US
984,QUINCY,CAPITAL CITY BANK,063113015,$207186030.98,US
985,PORTLAND,UMPQUA BANK,123305378,$152980327.85,US
986,RUTHER GLEN,UNION BANK & TRUST,056005075,$482867380.84,US
987,HENDERSON,CITIZENS NATIONAL BANK,113100745,$332580857.25,US
988,TUPELO,BANCORP SOUTH,082906517,$366681826.93,US
989,HERMITAGE,FIRST NATIONAL BANK,241272079,$101067020.40,US
990,GENEVA,COMMERCE BANK,091912576,$526472632.09,US
991,NEW CASTLE,CITIBANK,091409681,$970948594.55,US
992,CINCINNATI,FIRST FINANCIAL BANK,074904190,$861144546.37,US
993,LAFAYETTE,IBERIABANK,084107055,$121629628.50,US
994,SUGAR LAND,PROSPERITY BANK,114911645,$716964749.35,US
995,RICHMOND,BANK OF AMERICA,267086058,$346704721.01,US
996,MIDLAND,CHEMICAL BANK,072414187,$651631785.05,US
997,NAPERVILLE,BMO HARRIS BANK,067014330,$88444892.85,US
998,NAPERVILLE,BMO HARRIS BANK,075904115,$399705867.86,US
999,MINNEAPOLIS,WELLS FARGO BANK,051006778,$859224775.02,US
1000,RICHMOND,BANK OF AMERICA,063103193,$625928580.62,US
