id,city_bank,name,routing_bank,reserve,code_country
806,DUBLIN,FIRST NATIONAL BANK,111915770,$332237169.71,US
807,ZEBULON,UNITED BANK,061119477,$369861342.18,US
808,BATESVILLE,FIRST COMMUNITY BANK,082908573,$769436908.08,US
809,ITHACA,COMMERCIAL BANK,272471357,$204478967.90,US
810,OMAHA,FIRST NATIONAL BANK,104900459,$52381285.68,US
811,LAKEWOOD,FIRSTBANK,107006046,$302889842.16,US
812,MINNEAPOLIS,WELLS FARGO BANK,102300242,$447326460.83,US
813,NEWARK,PARK NATIONAL BANK,042203001,$800107297.70,US
814,MENARD,FIRST STATE BANK,111311743,$353251620.14,US
815,CARUTHERSVILLE,FIRST STATE BANK,081517907,$104933061.39,US
816,OKEMAH,CITIZENS STATE BANK,103103105,$404820146.38,US
817,DALLAS,COMPASS BANK,311074288,$242977636.06,US
818,MIAMI,CAPITAL BANK CORPORATION,053112068,$362369905.71,US
819,BEN WHEELER,FIRST STATE BANK,111909443,$350419368.90,US
820,RICHMOND,BANK OF AMERICA,011900445,$7237290.42,US
821,CLEBURNE,FIRST FINANCIAL BANK,111921230,$378203524.49,US
822,BIRMINGHAM,COMPASS BANK,065104611,$772556069.04,US
823,WICHITA FALLS,FIDELITY BANK,111924787,$648577651.63,US
824,SPOKANE,BANNER BANK,125108382,$635292920.40,US
825,WALKER,FIRST NATIONAL BANK,091209755,$662705306.24,US
826,ALBERT LEA,SECURITY BANK,091908399,$565488665.70,US
827,BYRDSTOWN,PEOPLES BANK,064103105,$273697315.62,US
828,MARION,THE PEOPLES BANK,083907955,$172001468.55,US
829,PITTSBURGH,BANK OF NEW YORK MELLON,031305596,$138614350.90,US
830,PORTLAND,UMPQUA BANK,123206053,$291314362.02,US
831,WRENS,FIRST STATE BANK,061101113,$438665006.73,US
832,CAMERON,FARMERS STATE BANK,301271787,$303586900.87,US
833,PITTSBURGH,PNC BANK INC. - BALTIMORE,051401331,$599500440.27,US
834,ONTARIO,CITIZENS BUSINESS BANK,122237612,$126890320.31,US
835,BIRMINGHAM,COMPASS BANK,063013924,$307476659.78,US
836,PINE BLUFF,SIMMONS FIRST NATIONAL BANK,082900937,$376935109.99,US
837,HENRICO,BANK OF AMERICA,311093120,$885495115.04,US
838,ELIZABETH CITY,XENITH BANK,051402204,$520221949.65,US
839,ONTARIO,CITIZENS BUSINESS BANK,122240764,$406364109.34,US
840,BLAIRSVILLE,UNITED COMMUNITY BANK,061119493,$913134664.87,US
841,WILSON,BRANCH BANKING & TRUST COMPANY,031904395,$615189110.54,US
842,NAPERVILLE,BMO HARRIS BANK,075912233,$547833784.63,US
843,MINNEAPOLIS,WELLS FARGO BANK,122237955,$978883762.36,US
844,LEE'S SUMMIT,CENTRAL BANK,101105684,$485191616.60,US
845,SAN DIEGO,MUFG UNION BANK,321170318,$583256417.94,US
846,RALEIGH,FIRST CITIZENS BANK & TRUST COMPANY,053010445,$231443509.83,US
847,ATLANTA,CORNERSTONE BANK,061092332,$622851505.25,US
848,TUPELO,BANCORPSOUTH BANK,065300020,$54639065.72,US
849,TEMPLE,FIRST STATE BANK,111910005,$269235115.44,US
850,AMERICUS,CITIZENS BANK,061201042,$147278659.56,US
851,MCPHERSON,FARMERS STATE BANK,101108380,$692853424.20,US
852,SAN JOSE,HERITAGE BANK,121135773,$920350548.93,US
853,TUPELO,RENASANT BANK,084202879,$561393173.25,US
854,MIAMI,CAPITAL BANK,053012087,$390379417.39,US
855,MIDDLETOWN,FIRST FINANCIAL BANK,074904187,$152041012.78,US
856,CLEVELAND,PNC BANK,242072715,$993537289.35,US
857,AMHERST,M & T BANK,251472636,$257418311.06,US
858,CINCINNATI,FIRST FINANCIAL BANK,242074425,$409562124.50,US
859,WAVERLY,FIRST NATIONAL BANK,044206475,$918093442.77,US
860,PALATINE,FIRST BANK,071923336,$667074970.09,US
861,KIOWA,FIRST STATE BANK,101103068,$90134343.99,US
862,LEWISTON,TD BANK,021307708,$616494488.72,US
863,ENGLEWOOD CLIFFS,CITIBANK,271071402,$406482277.44,US
864,RICHMOND,BANK OF AMERICA,102201244,$931172983.89,US
865,SAN JOSE,HERITAGE BANK,121135773,$142070708.19,US
866,STARKVILLE,CADENCE BANK,062205131,$177386763.37,US
867,COEUR D'ALENE,GLACIER BANK,125107862,$648801853.66,US
868,MOUNT DORA,FIRST NATIONAL BANK,063104312,$655728825.02,US
869,JOHNSTON,COMMUNITY STATE BANK,073910114,$65711940.52,US
870,SUGAR LAND,PROSPERITY BANK,113118012,$642096400.00,US
871,ST. PAUL,US BANK,104000029,$267105235.68,US
872,OMAHA,FIRST NATIONAL BANK OF OMAHA,071918286,$122906821.37,US
873,CHANTILLY,UNITED BANK,056005376,$122793766.19,US
874,TAYLOR,CITIZENS NATIONAL BANK,111903999,$920997122.43,US
875,TAMPA,JPMORGAN CHASE,111001105,$568146326.25,US
876,VIVIAN,CITIZENS BANK,111101694,$108499139.54,US
877,HENDERSON,CITIZENS NATIONAL BANK,111904338,$783084734.61,US
878,RICHMOND,BANK OF AMERICA,231270793,$733013086.98,US
879,ROSEMONT,BANCO POPULAR,063112605,$884791090.46,US
880,CONCORDIA,CITIZENS NATIONAL BANK,101111953,$150428862.46,US
881,CLEVELAND,PNC BANK,042215248,$655995341.12,US
882,ENGLEWOOD CLIFFS,CITIBANK WEST,322271096,$621488464.18,US
883,CLEVELAND,PNC BANK,267087358,$163869473.85,US
884,WORCESTER,COMMERCE BANK,011300142,$604355827.26,US
885,TUPELO,RENASANT BANK,065305478,$507136627.66,US
886,ST. PAUL,US BANK,091800293,$156085077.73,US
887,MONTEBELLO,STERLING NATIONAL BANK,021909300,$61300613.32,US
888,EL MONTE,EAST WEST BANK,121132682,$708899350.95,US
889,BLAIRSVILLE,UNITED COMMUNITY BANK,061112843,$548208888.28,US
890,TUPELO,BANCORPSOUTH,065300486,$835598371.84,US
891,PITTSBURGH,PNC BANK,083000920,$203762196.89,US
892,NEWPORT,COMMUNITY NATIONAL BANK,011601029,$859462094.15,US
893,RICHMOND,BANK OF AMERICA,067011294,$233627113.87,US
894,CINCINNATI,FIFTH THIRD BANK,072405455,$835677480.58,US
895,NAPERVILLE,BMO HARRIS BANK,071915580,$22158856.34,US
896,IDA GROVE,UNITED BANK,073908278,$819210319.03,US
897,CLEVELAND,PNC BANK,271971816,$304302163.33,US
898,SAN DIEGO,MUFG UNION BANK,026005050,$298819106.39,US
899,SPOKANE,BANNER BANK,123202293,$733152190.01,US
900,LA HARPE,FIRST STATE BANK,071124740,$851232418.81,US
901,LINCOLN,UNION BANK & TRUST,104914160,$105506960.22,US
902,RICHMOND,BANK OF AMERICA,084000819,$644799571.24,US
903,SAN DIEGO,MUFG UNION BANK,121139685,$957163354.41,US
904,METROPOLIS,CITY NATIONAL BANK,081204281,$242966577.38,US
905,LEE'S SUMMIT,CENTRAL BANK,101010672,$910577529.37,US
906,MARSHALL,COMMUNITY BANK,101903637,$839632209.19,US
907,PENDLETON,COMMUNITY BANK,123203878,$16334463.35,US
908,TAMPA,JPMORGAN CHASE,021309379,$749719577.74,US
909,TEMPLE,FIRST STATE BANK,111910005,$781277761.18,US
910,SOUTH WINDSOR,UNITED BANK,011110633,$20912723.63,US
911,HENRICO,BANK OF AMERICA,112200303,$587782160.83,US
912,COLMA,FIRST NATIONAL BANK,121031673,$846632511.24,US
913,RICHMOND,BANK OF AMERICA,063201040,$380978887.81,US
914,FARWELL,SECURITY STATE BANK,111320899,$60556758.58,US
915,LYNDEN,PEOPLES BANK,125104425,$852017529.26,US
916,HERMITAGE,FIRST NATIONAL BANK OF PENNSYLVANIA,053111920,$351346475.04,US
917,MANKATO,COMMUNITY BANK,091915890,$242481379.85,US
918,MARION,HERITAGE BANK,073912808,$989127881.34,US
919,CARLSBAD,PACIFIC WESTERN BANK,122041523,$558014348.44,US
920,INDIANA,S & T BANK,043314847,$270858674.99,US
921,BANCROFT,FIRST BANK,104903294,$26077910.45,US
922,GORDON,FIRST NATIONAL BANK,104102781,$198208368.97,US
923,WAVERLY,SECURITY STATE BANK,073921860,$641935572.98,US
924,EMINENCE,SECURITY BANK,081512232,$672627814.44,US
925,RYE,USALLIANCE FEDERAL CREDIT UNION,211179995,$921824164.23,US
926,RICHMOND,BANK OF AMERICA,081221497,$909348104.09,US
927,RICHMOND,CAPITAL ONE,065405145,$352378405.99,US
928,CLEVELAND,PNC BANK,042000424,$235326633.98,US
929,TUPELO,BANCORPSOUTH,084201278,$392299460.01,US
930,JACKSON,TRUSTMARK NATIONAL BANK,084006729,$266151445.92,US
931,ALHAMBRA,EAST WEST BANK,122240418,$720223625.27,US
932,ST. PAUL,US BANK,073000545,$807021475.12,US
933,CINCINNATI,FIFTH THIRD BANK,072403907,$688529413.72,US
934,NASHVILLE,PINNACLE BANK,061309229,$24840341.87,US
935,RICHMOND,BANK OF AMERICA,021300019,$511801811.09,US
936,NAPERVILLE,BMO HARRIS BANK,075017947,$328908603.53,US
937,TALLAHASSEE,CAPITAL CITY BANK,063101399,$575915287.23,US
938,ROGERSVILLE,FIRST COMMUNITY BANK,064204075,$948321292.16,US
939,CLEVELAND,PNC BANK,275071408,$508226391.41,US
940,RICHMOND,BANK OF AMERICA,051400507,$239541294.55,US
941,IVA,THE PEOPLES BANK,053207533,$485371086.62,US
942,MINNEAPOLIS,WELLS FARGO BANK,121000248,$534235307.62,US
943,LAFAYETTE,CITIZENS BANK,064101301,$493366890.66,US
944,MINNEAPOLIS,WELLS FARGO BANK,051001414,$217528726.17,US
945,LAKEWOOD,FIRSTBANK,107003023,$954121539.87,US
946,WAVERLY,SECURITY STATE BANK,073921860,$758340630.16,US
947,ALCOA,FIRST TENNESSEE BANK,064105200,$998784788.02,US
948,HENRICO,BANK OF AMERICA,111901302,$839464040.79,US
949,DRIPPING SPRINGS,"PIONEER BANK, SSB",113023990,$814600977.41,US
950,MINNEAPOLIS,WELLS FARGO BANK,031200730,$677394315.78,US
951,BAIRD,FIRST BANK,111307430,$286139715.74,US
952,ALBANY,KEYBANK,031302272,$693601791.51,US
953,SLEEPY EYE,FIRST SECURITY BANK,091901972,$971643792.80,US
954,TALLAHASSEE,CAPITAL CITY BANK,063100688,$862772745.53,US
955,KINGSPORT,HORIZON CREDIT UNION,264279279,$98774351.09,US
956,MINNEAPOLIS,WELLS FARGO BANK,091900465,$705145645.10,US
957,WYOMISSING,SANTANDER BANK,231271404,$533566509.77,US
958,MOULTRIE,AMERIS BANK,061292433,$664012895.92,US
959,LAFAYETTE,IBERIABANK,065003453,$230802452.01,US
960,THOMASVILLE,BANK OF NORTH CAROLINA,053112039,$103911849.93,US
961,MIDLAND,CHEMICAL BANK,072413654,$972368417.23,US
962,CHAMPAIGN,BUSEY BANK,271170264,$296611954.92,US
963,BIRMINGHAM,REGIONS BANK,064206594,$295658002.45,US
964,KINGFISHER,INTERBANK,111024386,$210781041.02,US
965,NAPERVILLE,BMO HARRIS BANK,075902735,$12843719.81,US
966,HELENA,GLACIER BANK,092901476,$261359077.73,US
967,MIAMI,CAPITAL BANK CORPORATION,053110374,$651920374.43,US
968,NAPERVILLE,BMO HARRIS BANK,071925062,$300436746.07,US
969,NEW BREMEN,FIRST NATIONAL BANK,042306720,$57726578.47,US
970,RICHMOND,BANK OF AMERICA,063104697,$215003679.04,US
971,FARGO,CORNERSTONE BANK,091310725,$960702363.55,US
972,ENGLEWOOD CLIFFS,CITIBANK,052002166,$460774790.79,US
973,ROCKVILLE,CAPITAL BANK,055003340,$931129126.03,US
974,PITTSBURGH,PNC BANK,063114632,$54054815.53,US
975,MOLENA,FIRST BANK,061106655,$199222192.28,US
976,OKLAHOMA CITY,FIRST STATE BANK,103106542,$530365242.63,US
977,BANCROFT,FIRST BANK,104903294,$901174920.93,US
978,OMAHA,FIRST NATIONAL BANK,071902629,$611362498.97,US
979,LA HARPE,FIRST STATE BANK,071126489,$64198603.14,US
980,BIRMINGHAM,COMPASS BANK,062202736,$48008855.79,US
981,RICHMOND,CAPITAL ONE,026007883,$329702387.09,US
982,PITTSBURGH,PNC BANK,062001209,$470285030.09,US
983,NEWARK,PARK NATIONAL BANK,242272489,$29907021.93,US
984,MEMPHIS,FIRST TENNESSEE BANK,064208301,$126924341.50,US
985,SAN ANTONIO,INTERNATIONAL BANK OF COMMERCE,113003389,$414318560.18,US
986,ATLANTA,FIDELITY BANK,061119817,$607023727.90,US
987,LAFOLLETTE,PEOPLES BANK,064206031,$98580274.48,US
988,MINNEAPOLIS,WELLS FARGO BANK,051402961,$541183998.75,US
989,HERMITAGE,FIRST NATIONAL BANK OF PENNSYLVANIA,053102117,$374305043.42,US
990,SPRINGFIELD,GREAT SOUTHERN BANK,101101769,$169962853.13,US
991,MINNEAPOLIS,WELLS FARGO BANK,124100064,$190003046.58,US
992,WARROAD,SECURITY STATE BANK,091210540,$159413219.64,US
993,DOWNEY,FINANCIAL PARTNERS CREDIT UNION,322276949,$402724327.21,US
994,KANSAS CITY,SECURITY BANK,101000925,$993283645.17,US
995,CHAMPAIGN,BUSEY BANK,071125587,$460989031.05,US
996,NAPERVILLE,BMO HARRIS BANK,071908869,$956267017.80,US
997,MONTEBELLO,STERLING NATIONAL BANK,021912410,$240930967.74,US
998,RICHMOND,BANK OF AMERICA,021001318,$700981055.11,US
999,EVANSTON,GLACIER BANK,124300806,$660706291.81,US
1000,BUFFALO,HSBC BANK,226070128,$254909508.92,US
